recommendation,reason,lqa_sheet,main_sheet,column,key,lqa_row,main_row,Japanese_Steam,main_value,lqa_value
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-41,634,634,ほぼ同時にエレナと那由多のマンコに勢いよく精液が放たれる,"Almost simultaneously, both Erena and Nayuta were filled with hot jizz.","Almost simultaneously, both Elena and Nayuta were filled with hot jizz."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-48,648,648,そして次の男たちが那由多とエレナに覆いかぶさる,Then the next men approached Nayuta and Erena.,Then the next men approached Nayuta and Elena.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-55,662,662,そしてエレナと那由多は一晩中搾精肉便器勝負へと臨むのであった,And so Erena and Nayuta engaged in the public service competition all night long.,And so Elena and Nayuta engaged in the public service competition all night long.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-73,698,698,エレナと那由多は既に何人ものチンポを受け入れており、もはや肉便器であることに全く抵抗はなかった,"Erena and Nayuta had already accepted countless men and their cocks, and no longer had any resistance to being cum dumpsters.","Elena and Nayuta had already accepted countless men and their cocks, and no longer had any resistance to being cum dumpsters."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-83,718,718,そう言うと男はエレナの膣内で放尿を始める,"Saying that, the man began urinating inside Erena.","Saying that, the man began urinating inside Elena."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-91,734,734,「なっ、わ、私にもっ♥、私にもおしっこしてくださいっ♥、エレナに負けるわけにはっ♥」,"""W-wait, m-me too♥ Please urinate on me too♥ I can't let Erena win♥""","""W-wait, m-me too♥ Please urinate on me too♥ I can't let Elena win♥"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.SeikakuEquip-15,838,838,エレナは身体を溶かされた後加工され、人形となった京にオナホとして使用されていた,"After Erena's body was dissolved and processed, she was being used as a pussy in Kei, who had become a sex doll.","After Elena's body was dissolved and processed, she was being used as a pussy in Kei, who had become a sex doll."
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC-P-5,14,14,「本日の経過。教育深度36％…あまり進行していませんね。」,"""Today's progress. Re-education depth at 36%... not much advancement.""","""Today's progress. Brainwashing depth at 36%... not much advancement."""
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC-P-9,22,22,「教育に対する耐性があるのかも…？また技術幹部のケイさんに報告する必要がありそうですね。」,"""Perhaps she has resistance to re-educating...? We'll need to report this to Technical Executive Kei.""","""Perhaps she has resistance to brainwashing...? We'll need to report this to Technical Executive Kei."""
APPLY_AFTER_NAME_STANDARD_CHECK,Restores a more complete/natural command line.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC-P-18,43,43,「……では生産幹部アキホ、財務幹部エレナ、軍事幹部ナユタ、技術幹部ケイ、それぞれ報告を。」,"""Production Exec Akiho, Finance Exec Erena, Military Exec Nayuta, Tech Exec Kei. Reports.""","""...Now then, Production Executive Akiho, Finance Executive Elena, Military Executive Nayuta, Technical Executive Kei, please give your reports."""
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC-P-31,71,71,「その辺の一般人を捕まえて、簡単な疑似聖核埋め込み手術と教育で作った戦闘員だ。」,"""These are soldiers created by capturing ordinary people and performing simple pseudo-Holy Core implant surgery and re-education.""","""These are soldiers created by capturing ordinary people and performing simple pseudo-Holy Core implant surgery and brainwashing."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC-P-89,192,192,「それに…あそこにはエレナ先輩がいて…絶対取り戻したいんです！」,"""And... Erena is there... I absolutely want to get her back!""","""And... Elena is there... I absolutely want to get her back!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-12,241,241,「保管庫は財団の支配下で厳重に警備されていて…今ではエレナ先輩の許可が無ければ入るのは厳しいです」,"""The storage facility is under Foundation control and heavily guarded... Now it's difficult to enter without Erena's permission.""","""The storage facility is under Foundation control and heavily guarded... Now it's difficult to enter without Elena's permission."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-16,249,249,「出来れば説得して…無理ならエレナ先輩の指示であることを証明できるものがあれば…身分証明書とか…？」,"""If possible, we could persuade her... If not, if we had something to prove it's Erena's directive... like an ID card...?""","""If possible, we could persuade her... If not, if we had something to prove it's Elena's directive... like an ID card...?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-30,277,277,「私は……平和のため！……エレナ先輩や聖核戦姫の皆さんとの平和な日常を取り戻すために戦います………！」,"""I... for peace! ...I fight to restore the peaceful daily life with Erena and all the Holy Core Battlemaidens...!""","""I... for peace! ...I fight to restore the peaceful daily life with Elena and all the Holy Core Battlemaidens...!"""
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-105,428,428,そしてヒスイへの教育プログラムはしばらく続き―――,And so Hisui's re-education program continued for a while...,And so Hisui's brainwashing program continued for a while...
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-126,470,470,(ん゛あっ♥だ、だめぇ…っ♥！、私は聖核戦姫っ…♥この程度の教育なんてっ…！),(Nah♥ N-no...♥! I'm a Holy Core Battlemaiden...♥ This level of re-education...!),(Nah♥ N-no...♥! I'm a Holy Core Battlemaiden...♥ This level of brainwashing...!)
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-159,540,540,(……はあ、はあ、これで教育は耐えきりました……よね…？),"(...Haa, haa, I managed to withstand the re-education... right...?)","(...Haa, haa, I managed to withstand the brainwashing... right...?)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-1-171,564,564,(………それなら！もしかしたらエレナ先輩の所へ近づけるかも…！),(...In that case! Maybe I can get closer to Erena...!),(...In that case! Maybe I can get closer to Elena...!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-2-21,624,624,(上級幹部部隊…！そこならエレナ先輩に近づけるかも…！),(Senior executive unit...! There I might be able to get close to Erena...!),(Senior executive unit...! There I might be able to get close to Elena...!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-2-25,632,632,(やった！これでもっと財団にっ……じゃなくてエレナ先輩に……！),"(Yes! Now I can get closer to the Foundation... no, to Erena...!)","(Yes! Now I can get closer to the Foundation... no, to Elena...!)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-2-28,638,638,(とはいえ私は今は下級戦闘員…エレナ先輩に近づくためにも目の前のことに集中しないとですね……！),"(Still, I'm a junior soldier now... I need to focus on what's in front of me to get closer to Erena...!)","(Still, I'm a junior soldier now... I need to focus on what's in front of me to get closer to Elena...!)"
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-2-61,709,709,「何下級戦闘員が恥ずかしがってんだ？また教育装置に送り込まれたいか？」,"""Why is a junior soldier acting embarrassed? Want to be sent back to the re-educating device?""","""Why is a junior soldier acting embarrassed? Want to be sent back to the brainwashing device?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-2-118,823,823,(やった！これで更に………そう！エレナ先輩の所へ…！),(Yes! Now I'm even closer... Yes! To Erena...!),(Yes! Now I'm even closer... Yes! To Elena...!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-6,848,848,(ですが……まだエレナ先輩の居場所は掴めていません…やはり下級戦闘員だと限界が…),"(But... I still haven't been able to locate Erena... As expected, being a junior soldier has its limits...)","(But... I still haven't been able to locate Elena... As expected, being a junior soldier has its limits...)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-19,876,876,「あぁよかったよ…あ、そうだ！俺幹部怪人のエレナさんの所で働いてるんだけど…」,"""Yeah, it was good... Oh, that's right! I work under executive fiend Erena...""","""Yeah, it was good... Oh, that's right! I work under executive fiend Elena..."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-20,878,878,(エレナ…エレナ先輩…！？),(Erena... Erena...?!),(Elena... Elena...?!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-24,886,886,「あとエレナさんも撮影に来るから…下級戦闘員が上級幹部に近くで会えることなんてなかなかないよ。」,"""Plus, Erena will be at the shoot... It's not often that a junior soldier gets to meet a high-ranking executive up close.""","""Plus, Elena will be at the shoot... It's not often that a junior soldier gets to meet a high-ranking executive up close."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-25,888,888,(！…一般市民を逆レイプ…というのは気がかりですが……これはエレナ先輩に近づくチャンスです！),(Violating civilians is concerning... but this is my chance to get close to Erena!),(Violating civilians is concerning... but this is my chance to get close to Elena!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-28,896,896,(……とうとう撮影日ですね…予定通りなら今日ここにエレナ先輩が……！),"(...The filming day has finally arrived... If everything goes as planned, Erena will be here today...!)","(...The filming day has finally arrived... If everything goes as planned, Elena will be here today...!)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-30,900,900,(……今日が正念場ですっ…絶対にエレナ先輩に会わないと！),(...Today is the big day... I absolutely must meet Erena!),(...Today is the big day... I absolutely must meet Elena!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-36,912,912,(………やっぱり！エレナ先輩っ！),(...I knew it! Erena!),(...I knew it! Elena!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-38,916,916,(っ……事情は分かりませんが………エレナ先輩はまだっ……),"(...I don't understand the circumstances, but... Erena is still...)","(...I don't understand the circumstances, but... Elena is still...)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-52,946,946,(っ、あと少しでエレナ先輩の所へ行けるんですっ…最期の踏ん張りどころっ…),(...Just a little more and I can reach Erena-senpai... This is the final push...),(...Just a little more and I can reach Elena-senpai... This is the final push...)
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-76,994,994,(おマンコがじんじんしてっ♥、気持ちいいっ…うっ♥、これも全部……変な教育されたせいっ……♥),(My pussy is tingling♥ it feels good... ugh♥ this is all... because of that weird education...♥),(My pussy is tingling♥ it feels good... ugh♥ this is all... because of that weird brainwashing...♥)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-78,998,998,(はあっ♥、っ、こんな姿をエレナ先輩に見られたら……っ♥),(Haah♥ if Erena saw me like this...♥),(Haah♥ if Elena saw me like this...♥)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-122,1088,1088,(！、エレナ先輩があそこに…今なら…！),(Erena is over there... now's my chance...!),(Elena is over there... now's my chance...!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-124,1094,1094,ヒスイはエレナが一人でいる隙を見つけ、彼女の元へ駆けつける,Hisui found an opening when Erena was alone and rushed to her.,Hisui found an opening when Elena was alone and rushed to her.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-127,1100,1100,(……え、エレナ先輩…だよね？),"(...Eh, Erena... right?)","(...Eh, Elena... right?)"
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-130,1106,1106,「私ですっ！エレナ先輩……っ！」,"""It's me! Erena...!""","""It's me! Elena...!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-137,1120,1120,「……エレナ先輩、貴女が財団の幹部なんて…本当は嘘ですよ…ね？」,"""...Erena, about you being a Foundation executive... that's not real, is it...?""","""...Elena, about you being a Foundation executive... that's not real, is it...?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-145,1136,1136,その瞬間エレナから紫色の光が立ち昇り、彼女のからだを覆っていく,"At that moment, purple light rose from Erena and enveloped her body.","At that moment, purple light rose from Elena and enveloped her body."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-152,1150,1150,エレナがヒスイに切りかかろうとした瞬間、天井を突き破り、何かが部屋に侵入してくる,"Just when Erena was about to strike Hisui down, something broke through the ceiling and came into the room.","Just when Elena was about to strike Hisui down, something broke through the ceiling and came into the room."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC1-3-157,1160,1160,ダイヤが剣を翻すとエレナの手首が矛と共に切り落とされ宙に舞う,"As Daiya swung her sword, Erena's wrist was severed along with her spear and flew through the air.","As Daiya swung her sword, Elena's wrist was severed along with her spear and flew through the air."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-16,1201,1201,その瞬間、エレナの全身が脈動し、切られた腕の断面から肉が盛り上がる,"Erena's entire body pulsated, and flesh bulged from the severed arm's stump.","Elena's entire body pulsated, and flesh bulged from the severed arm's stump."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-18,1205,1205,「え、エレナ先輩……？！」,"""E-Erena...?!""","""E-Elena...?!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-20,1209,1209,そしてエレナの前身は赤く染まり、無数の触手がエレナの体から現れる,"Erena's entire body turned red, and countless tentacles emerged from her body.","Elena's entire body turned red, and countless tentacles emerged from her body."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-31,1231,1231,「はっ…でも……え、エレナ…先輩？」,"""Ah... but... E-Erena...?""","""Ah... but... E-Elena...?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-36,1243,1243,――――ダイヤとエレナの戦いが始まって数分後,Several minutes after the battle between Daiya and Erena began,Several minutes after the battle between Daiya and Elena began
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-42,1255,1255,エレナの体に矢が刺さり、触手の動きが一瞬止まる,"An arrow pierced Erena's body, and the tentacles stopped moving for a moment.","An arrow pierced Elena's body, and the tentacles stopped moving for a moment."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-44,1259,1259,その瞬間を逃さず、ダイヤはエレナの触手を数本切り落とす,"Seizing the opportunity, Daiya cut off several of Erena's tentacles.","Seizing the opportunity, Daiya cut off several of Elena's tentacles."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-49,1269,1269,「エレナ先輩と言えど…今はもうただの怪人……覚悟は決めました！」,"""Even if it's Erena... she's just a fiend now... I've made my resolve!""","""Even if it's Elena... she's just a fiend now... I've made my resolve!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-53,1277,1277,しかしダイヤとヒスイは着実にエレナの触手を切り落としていく,"However, Daiya and Hisui steadily cut off Erena's tentacles.","However, Daiya and Hisui steadily cut off Elena's tentacles."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-58,1287,1287,ダイヤはエレナに向けていた剣を止め、後退する,Daiya stopped her sword aimed at Erena and retreated.,Daiya stopped her sword aimed at Elena and retreated.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-75,1325,1325,ダイヤは那由多とエレナに完膚なきまでに敗れ、既に半分意識を失っていた。,"Daiya had been utterly defeated by Nayuta and Erena, and was already half unconscious.","Daiya had been utterly defeated by Nayuta and Elena, and was already half unconscious."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-0-80,1335,1335,「エレナ、捕獲対象を殺すのは命令違反です。」,"""Erena, killing capture targets violates orders.""","""Elena, killing capture targets violates orders."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-1-26,1422,1422,「キィーーーーーーッ！というわけで上級幹部、エレナ様の命令のもと、パワードスーツを秘密裏に点検することとなりました！」,"""KIIIIII! And so, under senior executive Erena's orders, I'm here to secretly inspect the powered suits!""","""KIIIIII! And so, under senior executive Elena's orders, I'm here to secretly inspect the powered suits!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-1-31,1432,1432,(っ、そうでしたっ！…戦闘員の服を手に入れたから良いものの…あの時バタバタしてて結局エレナ先輩の指令という事を証明するものは持っていません…！),(That's right! ...While I got the soldier uniform... I was in such a rush that I don't have anything to prove this is Erena's order...!),(That's right! ...While I got the soldier uniform... I was in such a rush that I don't have anything to prove this is Elena's order...!)
APPLY,LQA reads more natural and preserves meaning.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-16(1),1767,1767,「貴様が戦闘員管理システムに何もしてないハズがないからな。当然バックアップは取ってある。」,"""You clearly tampered with the soldier management system. Naturally, I have backups.""","""There's no way you haven't tampered with the soldier management system. Of course I have backups."""
APPLY,LQA is more natural English.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-21(1),1787,1787,「貴様の行動は組織転覆を試みた重大な背信行為とみなす。」,"""You tried to overthrow the organization. That's considered a grave betrayal.""","""You attempted to overthrow the organization, and that is considered a serious act of betrayal."""
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-33,1817,1817,「ぐっ…！なるほどね……。私を戦闘員化装置で教育して組織に従せようと。」,"""Guh...! I see... You're trying to re-educate me with the soldier conversion device to make me obey the organization.""","""Guh...! I see... You're trying to brainwash me with the soldier conversion device to make me obey the organization."""
APPLY,More literal/natural term: re-education -> brainwashing.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-51,1853,1853,そして京は精神を集中させ教育装置への接続を試みるが――――,"Kei then focused and attempted to connect to the re-educating device, but...","Kei then focused and attempted to connect to the brainwashing device, but..."
APPLY,Tense/naturalness improvement.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-90,1933,1933,京は必死に抵抗するが、知能の低下した今では思考することすらままならない。,"Kei desperately resists, but with her intelligence diminished, she can barely even think anymore.","Kei desperately resisted, but with her reduced intelligence, she could barely think."
APPLY,LQA expands the condition more naturally.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-131(1),2020,2020,「下級戦闘員として戦果を挙げ、組織への忠誠心を示せばまた幹部に戻るチャンスを与えよう。」,"""If she proves loyal as a junior soldier, I'll let her return as an executive.""","""If she accomplishes things as a junior soldier and shows loyalty to the organization, I'll give her a chance to return as an executive."""
APPLY,LQA gives a more natural order/objective.,DLCメインストーリー,DLCメインストーリー,English_Steam,Dialog.DLC2-3-144(1),2050,2050,「……下級戦闘員K22号。財団への忠誠心を示せるように072号の下で任務遂行に全力を尽くせ。」,"""...Junior Soldier K22. Serve under 072 and prove your loyalty to the Foundation.""","""...Junior soldier K22. Give your all in mission execution under 072 to demonstrate loyalty to the Foundation."""
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen1-49,104,104,(教育…前にやられた時よりっ……強力になってる……？),(The re-educating... it's more powerful than last time...?!),(The brainwashing... it's more powerful than last time...?!)
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen1-53,112,112,(ま、まずいです…このままだと本当に教育されて――――――――),(T-this is bad... at this rate I'll really be re-educated...),(T-this is bad... at this rate I'll really be brainwashed...)
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen1-74,156,156,(だっ、だめ…っ！聖核戦姫の力を失ったまま教育されたら…本当に戦闘員に……！？),(N-no...! If I'm re-educated without my Holy Core Battlemaiden powers... I'll really become a soldier...?!),(N-no...! If I'm brainwashed without my Holy Core Battlemaiden powers... I'll really become a soldier...?!)
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Hisui,Hisui,English_Steam,Hisui.Fallen1-98,204,204,(それに……エレナ先輩もっ………！いつか取り戻して……っ！),(And... Erena too...! Someday I'll get her back...!),(And... Elena too...! Someday I'll get her back...!)
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen1-152,320,320,【教育を終了します。K46号、報告をしなさい。】,"[Re-educating complete. K46, report.]","[Brainwashing complete. K46, report.]"
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen1-153,322,322,「キィーーーーーーッ！K46号、教育完了いたしました！」,"""KIIIIII! K46, re-educating complete!""","""KIIIIII! K46, brainwashing complete!"""
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen2-12,374,374,「いや～全くいい仕事だぜ…毎日のように新しい教育された女共がチンポしゃぶってくれるんだからな！」,"""Man, this is a great job... Every day newly re-educated women suck on us!""","""Man, this is a great job... Every day newly brainwashed women suck on us!"""
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen2-28,406,406,「教育前はクソビッチだったのか…！？」,"""Was she some kind of slut before the re-educating...?!""","""Was she some kind of slut before the brainwashing...?!"""
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen3-60,708,708,(……また……この教育装置……),(...Again... this re-educating device...),(...Again... this brainwashing device...)
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui,Hisui,English_Steam,Hisui.Fallen3-68,724,724,そしてK46号に芽生えた違和感は教育と共に全て消え去る,And so the sense of unease that had sprouted in K46 was completely erased along with the re-educating.,And so the sense of unease that had sprouted in K46 was completely erased along with the brainwashing.
APPLY,More literal/natural term: re-education -> brainwashing.,Hisui DLC2,Hisui,English_Steam,Hisui.Core1-18,376,1124,「ええ、残念ですが…。貴方は戦闘員として教育される以前は聖核戦姫でした。」,"""Yes, unfortunately... Before you were re-educated as a soldier, you were a Holy Core Battlemaiden.""","""Yes, unfortunately... Before you were brainwashed as a soldier, you were a Holy Core Battlemaiden."""
