lqa_sheet,main_sheet,column,key,lqa_row,main_row,status,main_value,lqa_value
Rikka,Rikka,Korean_Steam,Rikka.Fallen1-57,119,119,DIFF_SAME_SHEET,"「――윽♥♥, 이, 이크 안 했어♥!, 나는♥ 이런 걸로엣♥♥, 절대로♥, 오옷 옷오옷 오♥, 가버렷♥, 가버렷♥♥♥」","「――윽♥♥, 가, 가지 않았어♥!, 나는♥ 이런 걸로옷♥♥, 절대로♥, 오옷 옷오옷 오♥, 가버렷♥, 가버렷♥♥♥」"
Rikka,Rikka,Korean_Steam,Rikka.Fallen1-67,139,139,DIFF_SAME_SHEET,"「응옷♥♥오망꼬♥, 고정되어서♥, 도망칠 수 없어어어잇♥, 엉덩이 구멍도 즈봇즈봇 당해서♥, 이상해지고 있어♥♥」","「응옷♥♥ 보지♥, 고정되어서♥, 도망칠 수 없어어어잇♥, 엉덩이 구멍도 즈봇즈봇 당해서♥, 이상해지고 있어♥♥」"
Rikka,Rikka,Korean_Steam,Rikka.Core2-11,932,932,DIFF_SAME_SHEET,(일단 조금이라도 움직일 수 있는 방법을 찾아서…………“몸“에서 “나가자”),(일단 조금이라도 움직일 수 있는 방법을 찾아서…………“몸”에서 “나가자”)
Erena,Erena,Korean_Steam,Erena.Fallen2-57,270,270,DIFF_SAME_SHEET,"「오ー오ー, 불쌍한 엘레나 군. 신뢰했던 사람들에게 배신당하는 건 괴롭겠군」","「오ー오ー, 불쌍한 엘레나 군. 믿었던 사람들에게 배신당하는 건 괴롭겠군」"
Erena,Erena,Korean_Steam,Erena.Fallen2-68,292,292,DIFF_SAME_SHEET,「흐끅… 무…엇을…」,「흐읏… 무…엇을…」
Erena,Erena,Korean_Steam,Erena.Fallen2-76,308,308,DIFF_SAME_SHEET,「흐끅! 누가아♥!」,「흐읏! 누가아♥!」
Erena,Erena,Korean_Steam,Erena.Fallen2-113,382,382,DIFF_SAME_SHEET,"「~~~~~~♥♥!!, 왔다, 새까맣고, 질척하고, 기분 좋은 것만 있는 곳!」","「~~~~~~♥♥!!, 왔다, 검고, 질척하고, 기분 좋은 것만 있는 곳!」"
Erena,Erena,Korean_Steam,Erena.Fallen3-6,419,419,DIFF_SAME_SHEET,"쥬릇♥, 즈릇♥, 그붑♥, 쥬르릇♥!","쥬릇♥, 즈릇♥, 그릇♥, 쥬르릇♥!"
Erena,Erena,Korean_Steam,Erena.Fallen3-10,427,427,DIFF_SAME_SHEET,"「응? 아아 슬슬 먹이 줄 시간인가, 조금 이르지만 엘레나 군에게 밥을 줘야겠군」","「응? 아아 슬슬 먹이 줄 시간인가, 조금 이르지만 엘레나 군에게 먹이를 줘야겠군」"
Erena,Erena,Korean_Steam,Erena.Fallen3-14,435,435,DIFF_SAME_SHEET,"「크흐흐, 이번 밥은 어떤가? 단백질 액과 숨겨진 맛으로 엘레나 군이 좋아하는 성분비액의 믹스다」","「크흐흐, 이번 먹이는 어떤가? 단백질 액과 숨겨진 맛으로 엘레나 군이 좋아하는 성분비액의 믹스다」"
Erena,Erena,Korean_Steam,Erena.Fallen3-24,455,455,DIFF_SAME_SHEET,"「응앗♥? 오옷 옷♥? 주인님아, 뭔가 배가 이상해요」","「응앗♥? 오옷 옷♥? 주인님, 뭔가 배가 이상해요」"
Erena,Erena,Korean_Steam,Erena.Fallen3-52,511,511,DIFF_SAME_SHEET,"(――――여기 좋아, 새까맣고♥, 기분 좋아지는 것만으로 칭찬받을 수 있어♥)","(――――여기 좋아, 어둡고♥, 기분 좋아지는 것만으로 칭찬받을 수 있어♥)"
Erena,Erena,Korean_Steam,Erena.Debauchery1-11,544,544,DIFF_SAME_SHEET,「너의 그 음탕한 몸… 나만 아는 것은 아깝다. 더 많은 사람에게 보여줘야 해」,「너의 그 음탕한 몸… 나만 아는 것은 아쉽지. 더 많은 사람에게 보여줘야 해」
Erena,Erena,Korean_Steam,Erena.Debauchery1-27,576,576,DIFF_SAME_SHEET,"「히앗!? 야, 그만해요, 만지지 마세요!」","「히앗!? 그, 그만해요, 만지지 마세요!」"
Erena,Erena,Korean_Steam,Erena.Debauchery1-28,578,578,DIFF_SAME_SHEET,"「으음, 두툼한데 예쁜 분홍색으로 훌륭한 보지로군!」","「으음, 통통하고 예쁜 분홍색으로 훌륭한 보지로군!」"
Erena,Erena,Korean_Steam,Erena.Debauchery1-29,580,580,DIFF_SAME_SHEET,뮤뉴뮤늇! 귯! 귯!,무뉴무늇! 귯! 귯!
Erena,Erena,Korean_Steam,Erena.Debauchery1-32,586,586,DIFF_SAME_SHEET,"뮤늇, 쿠팟, 뮤늇, 쿠팟!","무늇, 쿠팟, 무늇, 쿠팟!"
Erena,Erena,Korean_Steam,Erena.Debauchery1-34,590,590,DIFF_SAME_SHEET,「음 이 느낌… 엘레나쨩 꽤 자위하고 있지. 겉보기와 다르게 음흉하네」,「음 이 느낌… 엘레나쨩 꽤 자위하고 있지. 보기와 다르게 음흉하네」
Erena,Erena,Korean_Steam,Erena.Debauchery1-44,610,610,DIFF_SAME_SHEET,"「오오, 두툼하고 탱탱하군」","「오오, 통통하고 탱탱하군」"
Erena,Erena,Korean_Steam,Erena.Debauchery1-45,612,612,DIFF_SAME_SHEET,"「여, 그만하세요! 왜 멋대로―――――」","「그, 그만하세요! 왜 멋대로―――――」"
Erena,Erena,Korean_Steam,Erena.Debauchery1-72,666,666,DIFF_SAME_SHEET,「이야~ 하지만 엘레나쨩 좋네! 이렇게 마음대로 반응해주는 애는 좀처럼 없어!」,「이야~ 하지만 엘레나쨩 좋네! 이렇게 마음대로 반응해주는 여자는 좀처럼 없어!」
Erena,Erena,Korean_Steam,Erena.Debauchery1-81,684,684,DIFF_SAME_SHEET,"「히야웃♥, 무, 뭐 하는 겁니까! 그런 더러운 걸… 그만하세요!」","「히야웃♥, 뭐, 뭐 하는 겁니까! 그런 더러운 걸… 그만하세요!」"
Erena,Erena,Korean_Steam,Erena.Debauchery2-28,821,821,DIFF_SAME_SHEET,「엘레나쨩은 잡어 보지 너무 심하네… 거기가 귀엽지만…」,「엘레나쨩은 허접 보지 너무 심하네… 거기가 귀엽지만…」
Erena,Erena,Korean_Steam,Erena.Debauchery2-33,831,831,DIFF_SAME_SHEET,"돕, 뷰르르르릇!","뷰릇, 뷰르르르릇!"
Erena,Erena,Korean_Steam,Erena.Debauchery2-55,875,875,DIFF_SAME_SHEET,「폐를 끼쳐드렸습니다… 어떻습니까? 겸사겸사 지금 엘레나쨩을 사용하고 가시지 않겠습니까」,「폐를 끼쳐드렸습니다… 어떻습니까? 이 기회에 지금 엘레나쨩을 사용하고 가시지 않겠습니까」
Erena,Erena,Korean_Steam,Erena.Core1-4,896,896,DIFF_SAME_SHEET,「너에게는 이제부터 대 괴인 전투 실험을 해줘야겠다」,「너에게는 이제부터 괴인을 상대로 전투 실험을 해줘야겠다」
Erena,Erena,Korean_Steam,Erena.Core1-28,944,944,DIFF_SAME_SHEET,"엘레나는 뱀이 먹이를 통째로 삼키듯, 더욱 깊숙이 삼켜져 버린다","엘레나는 먹이가 통째로 삼키듯, 더욱 깊숙이 삼켜져 버린다"
Erena,Erena,Korean_Steam,Erena.Core1-63,1014,1014,DIFF_SAME_SHEET,엘레나의 의식은 거기서 끊어졌다,엘레나의 의식은 거기서 끊어지는 것이었다
Erena,Erena,Korean_Steam,Erena.Core2-38,1092,1092,DIFF_SAME_SHEET,"뚜껑이 닫히고, 엘레나는 용기 내에 완전히 수용된다","용기가 닫히고, 엘레나는 용기 내에 완전히 수용된다"
Erena,Erena,Korean_Steam,Erena.Core2-44,1104,1104,DIFF_SAME_SHEET,「하핫! 용기가 딸깍딸깍 흔들리고 있네! 그렇게 기뻤나?」,「하핫! 용기가 이리저리 흔들리고 있네! 그렇게나 좋아?」
Kei,Kei,Korean_Steam,Kei.Fallen1-65,131,131,DIFF_SAME_SHEET,"「곱, 부퓻, 응옷 응옷 윽~~~!?」","「고븟, 부퓻, 응옷 응옷 윽~~~!?」"
Kei,Kei,Korean_Steam,Kei.Fallen1-116,233,233,DIFF_SAME_SHEET,"뷰르르르릇르릇, 뷰릇, 돕!","뷰르르르릇르릇, 뷰릇, 뷰르릇!"
Kei,Kei,Korean_Steam,Kei.Fallen1-117,235,235,DIFF_SAME_SHEET,"「읍~~~~!?, 곱봇, 응옷 응옷 윽♥!?」","「읍~~~~!?, 고븟, 응옷 응옷 윽♥!?」"
Kei,Kei,Korean_Steam,Kei.Fallen1-118,237,237,DIFF_SAME_SHEET,"「게홋, 곱봇, 쥬르르릇♥」","「게홋, 고븟, 쥬르르릇♥」"
Kei,Kei,Korean_Steam,Kei.Fallen1-120,241,241,DIFF_SAME_SHEET,"「응옷 응윽♥!?, 곱봇!?, 자, 잠만!」","「응옷 응윽♥!?, 고븟!?, 자, 잠만!」"
Kei,Kei,Korean_Steam,Kei.Fallen2-9,303,303,DIFF_SAME_SHEET,「저렇게 매일 박는데도 아직 빡빡하네! 역시 성핵전희야!」,「저렇게 매일 박는데도 아직도 조임이 좋군! 역시 성핵전희야!」
Kei,Kei,Korean_Steam,Kei.Fallen2-46,377,377,DIFF_SAME_SHEET,"뷰르르르릇르릇, 뷰릇, 돕!","뷰르르르릇르릇, 뷰릇, 뷰르릇!"
Kei,Kei,Korean_Steam,Kei.Fallen2-59,404,404,DIFF_SAME_SHEET,"뷰르르르릇르릇, 뷰릇, 돕!","뷰르르르릇르릇, 뷰릇, 뷰르릇!!"
Kei,Kei,Korean_Steam,Kei.Fallen2-77,440,440,DIFF_SAME_SHEET,"「쥬풋, 쥬풋♥, 호아, 요코노 후하리모 핫하토라시타마에♥」","「쥬풋, 쥬풋♥, 자, 나란히 있는 두 사람도 빨리 꺼내♥」"
Kei,Kei,Korean_Steam,Kei.Fallen3-37,553,553,DIFF_SAME_SHEET,「응… 이 느낌 이제 텅 비었나?」,「응… 이 느낌 이제 완전히 비었나?」
Kei,Kei,Korean_Steam,Kei.Debauchery1-11,602,602,DIFF_SAME_SHEET,「너에게는 이제부터 에로 스트리머 겸 홍보 담당으로 활동하게 할 거다」,「너는 이제부터 에로 스트리머랑 홍보 담당으로 활동하게 할 거다」
Kei,Kei,Korean_Steam,Kei.Debauchery1-23,629,629,DIFF_SAME_SHEET,"「……그런 이유로 시청자 여러분, 처음 뵙겠습니다.」","「……그런 이유로 시청자 여러분, 처음 인사.」"
Kei,Kei,Korean_Steam,Kei.Debauchery1-37,657,657,DIFF_SAME_SHEET,"「윽, …으으… 부끄러워서 삶아질 것 같아…」","「윽, …으으… 부끄러워…」"
Kei,Kei,Korean_Steam,Kei.Debauchery1-38,659,659,DIFF_SAME_SHEET,"「코멘트도 읽어야지… 보지 핑크색으로 엄청 예뻐……… 아, 고마워……」","「코멘트도 읽어야지… 보지 엄청 예뻐……… 아, 고마워……」"
Kei,Kei,Korean_Steam,Kei.Debauchery1-40,663,663,DIFF_SAME_SHEET,「겸사겸사 시청자분들에게 성교육합시다! 이렇게 보지를 클로즈업해서 볼 수 있는 기회는 좀처럼 없으니까요」,「이 기회에 시청자분들에게 성교육합시다! 이렇게 보지를 클로즈업해서 볼 수 있는 기회는 좀처럼 없으니까요」
Kei,Kei,Korean_Steam,Kei.Debauchery1-55,693,693,DIFF_SAME_SHEET,「역시 선생님! 겸사겸사 해설도 부탁합니다」,「역시 선생님! 이 기회에 해설도 부탁합니다」
Kei,Kei,Korean_Steam,Kei.Debauchery1-68,719,719,DIFF_SAME_SHEET,「히끅!?」,「히읏!?」
Kei,Kei,Korean_Steam,Kei.Debauchery2-46,875,875,DIFF_SAME_SHEET,"「엣♥!?, 잠깐♥, 보, 벌써♥!?」","「엣♥!?, 잠깐♥, 버, 벌써♥!?」"
Kei,Kei,Korean_Steam,Kei.Core1-11,938,938,DIFF_SAME_SHEET,"「옷, 눈을 뜬 모양이군」","「오오, 정신이 들었나 보군」"
Kei,Kei,Korean_Steam,Kei.Core1-17,950,950,DIFF_SAME_SHEET,「게다가… 왠지 눈을 뗄 수가 없어… 이런 건 기분 나빠야 하는데……」,「게다가… 왠지 시선을 돌릴 수가 없어… 이런 건 기분 나빠야 하는데……」
Kei,Kei,Korean_Steam,Kei.Core1-86,1088,1088,DIFF_SAME_SHEET,「그 천재 성핵전희가 딸딸이 원숭이처럼 성핵 흩뿌리며 죽어가다니」,「그 천재 성핵전희가 딸딸이 유인원처럼 성핵 흩뿌리며 죽어가다니」
Kei,Kei,Korean_Steam,Kei.Core1-91,1098,1098,DIFF_SAME_SHEET,"――――그 후, 케이의 성핵과 껍데기뿐인 육체는 자원으로서 회수되어, 가공되는 것이었다","――――그 후, 케이의 성핵과 비어버린 육체는 자원으로서 회수되어, 가공되는 것이었다"
Kei,Kei,Korean_Steam,Kei.Core2-11,1122,1122,DIFF_SAME_SHEET,그리고 케이의 껍데기뿐인 몸은 오나홀이 된 케이를 사용해서 자지를 흔들기 시작한다,그리고 케이의 비어버린 몸은 오나홀이 된 케이를 사용해서 자지를 흔들기 시작한다
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen1-84,169,169,DIFF_SAME_SHEET,"「윽, …… 이런 잡것 괴인에게 내가…!?」","「윽, …… 이런 약한 괴인에게 내가…!?」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-16,239,239,DIFF_SAME_SHEET,"「응옷 응옷 윽, 곱, 고큣, 쥬륵♥」","「응옷 응옷 윽, 고븟, 고큣, 쥬륵♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-25,257,257,DIFF_SAME_SHEET,"「윽…, 이런 잡몹 괴인에게, 이런 굴욕적인 짓밖에 할 수 없다니…윽!」","「윽…, 이런 약한 괴인에게, 이런 굴욕적인 짓밖에 할 수 없다니…윽!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-26,259,259,DIFF_SAME_SHEET,「하지만 어차피 지능도 낮은 잡몹… 에너지가 모여 변신하면 단숨에 갈기갈기 찢어버리겠습니다!」,「하지만 어차피 지능도 낮은 몬스터… 에너지가 모여 변신하면 단숨에 갈기갈기 찢어버리겠습니다!」
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-29,265,265,DIFF_SAME_SHEET,"「히끅!?, 이, 이놈!」","「히읏!?, 이, 이놈!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-31,269,269,DIFF_SAME_SHEET,"나유타는 혀를 내밀어, 펠라하는 시늉을 한다","나유타는 혀를 내밀어, 펠라하는 자세를 취한다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-51,309,309,DIFF_SAME_SHEET,「―――――잘도 나의 검을! 절대로 용서 못… 히끅윽윽!?」,「―――――잘도 나의 검을! 절대로 용서 못… 히읏윽윽!?」
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-56,319,319,DIFF_SAME_SHEET,"「히끅, 이 검은, 나의 긍지인데! 이런!」","「히읏, 이 검은, 나의 긍지인데! 이런!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-63,333,333,DIFF_SAME_SHEET,"「히끅♥, 그런♥, 나, 이놈에게 놀아나고 있었나?! 히끅♥」","「히읏♥, 그런♥, 나, 이놈에게 놀아나고 있었나?! 히읏♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-64,335,335,DIFF_SAME_SHEET,"괴인은 격렬하게 검을 넣고 빼며, 손잡이의 울퉁불퉁함이 나유타의 질 내부를 긁어 올린다","괴인은 격렬하게 검을 넣고 빼며, 손잡이의 울퉁불퉁함이 나유타의 질 내부를 자극한다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-66,339,339,DIFF_SAME_SHEET,"「히끅♥, 오옷 오옷 옷♥」","「히읏♥, 오옷 오옷 옷♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-76,359,359,DIFF_SAME_SHEET,"「히끅윽♥, 그런♥, 기다려♥!」","「히읏윽♥, 그런♥, 기다려♥!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-85,377,377,DIFF_SAME_SHEET,"「히끅윽♥, 나는! 최강의 성핵전희입니다! 이런 자지 따위에게!」","「히읏윽♥, 나는! 최강의 성핵전희입니다! 이런 자지 따위에게!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen2-90,387,387,DIFF_SAME_SHEET,「갸갸악! 갔다! 갔다! 잡몹! 잡몹!」,「갸갸악! 갔다! 갔다! 약해! 약해!」
Nayuta,Nayuta,Korean_Steam,Nayuta.Fallen3-50,511,511,DIFF_SAME_SHEET,"이렇게 최강의 성핵전희, 야쿠모 나유타는 완전히 패배하고, 성핵전희의 역전의 싹은 완전히 짓밟히는 것이었다","이렇게 최강의 성핵전희, 야쿠모 나유타는 완전히 패배하고, 성핵전희의 역전의 희망은 완전히 무너지게 된 것이었다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery1-23,560,560,DIFF_SAME_SHEET,"나유타는 많은 사람들 앞에서 땅에 머리를 박고, 엎드려 있었다",나유타는 많은 사람들이 지켜보는 가운데 지면에 이마를 대고 도게자를 하고 있었다.
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery1-66,648,648,DIFF_SAME_SHEET,「곱♥!?」,「고브읏♥!?」
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery1-74,664,664,DIFF_SAME_SHEET,"「켁♥, ………오옷 , 오엑♥」","「크읏♥, ………오옷 , 오엑♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery1-80,676,676,DIFF_SAME_SHEET,나유타는 정액 범벅인 몸으로 다시 엎드린다,나유타는 정액 범벅인 몸으로 다시 도게자를 한다
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery1-90,696,696,DIFF_SAME_SHEET,"그 후, 나유타는 암퇘지로서 전 세계 각지에서 처절한 성봉사의 나날을 이어가게 되었다","그 후, 나유타는 암퇘지로서, 전 세계에서의 처절한 성봉사의 나날이 계속되는 것이었다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery2-29,754,754,DIFF_SAME_SHEET,"「이 녀석, 쌌는데도 자지에서 입 떼지 않네ㅋ」","「이 녀석, 쌌는데도 자지에서 입 빼지 않네ㅋ」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery2-38,772,772,DIFF_SAME_SHEET,「아직도 원하나… 질린 성욕이네」,「아직도 원하나… 질려 버릴 정도의 성욕이네」
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery2-41,778,778,DIFF_SAME_SHEET,"「켁♥, 콜록♥, 응앗♥」","「크읏♥, 콜록♥, 응앗♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery2-43,782,782,DIFF_SAME_SHEET,"「켁♥, 네엣♥, 나유타는 자신을 강하다고 착각했던 그저 암퇘지였습니다♥」","「크읏♥, 네엣♥, 나유타는 자신을 강하다고 착각했던 그저 암퇘지였습니다♥」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Debauchery2-46,788,788,DIFF_SAME_SHEET,"「이런이런, 이런 여자 때문에 고생했던 우리가 더 한심해지는군요」","「이런이런, 이런 여자에게 고생했던 우리들이 더 한심해지는군요」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core1-58,916,916,DIFF_SAME_SHEET,"피스톤은 나유타의 팔만큼이나 굵고, 울퉁불퉁한 원뿔 모양 돌기가 붙어 있다","피스톤은 나유타의 팔만큼이나 굵고, 울퉁불퉁한 원형 모양 돌기가 붙어 있다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core1-60,920,920,DIFF_SAME_SHEET,"「윽, 여, 그만두십시오! 그런 게 들어갈 리가!」","「윽, 그, 그만두십시오! 그런 게 들어갈 리가!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core1-61,922,922,DIFF_SAME_SHEET,카샨…… 큐이이이이인!,카응…… 큐이이이이인!
Nayuta,Nayuta,Korean_Steam,Nayuta.Core1-72,944,944,DIFF_SAME_SHEET,"「히끅♥!?, 오옷 옷♥, 오옷 옷♥, 그런 일은♥!」","「히읏♥!?, 오옷 옷♥, 오옷 옷♥, 그런 일은♥!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core2-14,989,989,DIFF_SAME_SHEET,가챤… 보콧!,뷰릇… 포옹!
Nayuta,Nayuta,Korean_Steam,Nayuta.Core2-16,993,993,DIFF_SAME_SHEET,"부릇!, 도르르릇!","뷰릇!, 도르르릇!"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core2-31,1023,1023,DIFF_SAME_SHEET,"「호옷 오옷!?, 여, 그만두십시오♥!」","「호옷 오옷!?, 그, 그만두십시오♥!」"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core2-50,1061,1061,DIFF_SAME_SHEET,"그리고 전투원이 단숨에 팔을 당기자, 나유타의 남은 성핵이 우뭇가사리처럼 배출된다","그리고 전투원이 단숨에 팔을 당기자, 나유타의 남은 성핵이 젤리처럼 배출된다"
Nayuta,Nayuta,Korean_Steam,Nayuta.Core2-57,1075,1075,DIFF_SAME_SHEET,"「좋아 전부 나왔군, 그럼 모아서 뚜껑을 닫고……」","「좋아 전부 나왔군, 그럼 모아서 용기를 닫고……」"
Record,Record,Korean_Steam,Record.Final-7,197,197,DIFF_SAME_SHEET,「거리 한복판에서 파괴 행위를 벌이다니…… 절대 용서 못 해!」,「거리에서의 파괴 행위…… 우리들이 용서하지 않아!」
Record,Record,Korean_Steam,Record.Final-23,229,229,DIFF_SAME_SHEET,「아니면…… 너희들 이게 갖고 싶어서 뽈뽈 나온 거 아니야?」,「아니면…… 너희들 이게 갖고 싶어서 나온 거 아니야?」
Record,Record,Korean_Steam,Record.Final-69,321,321,DIFF_SAME_SHEET,"「저희♥♥, 평생 오나홀로서 봉사하겠습니다♥♥」","「우리들♥♥, 평생 오나홀로서 봉사하겠습니다♥♥」"
Record,Record,Korean_Steam,Record.Final-76,335,335,DIFF_SAME_SHEET,"「「저희♥♥, 여러분의 오나홀로서 힘내겠습니다♥♥」」","「「우리들♥♥, 여러분의 오나홀로서 힘내겠습니다♥♥」」"
Record,Record,Korean_Steam,Record.Kei-10,359,359,DIFF_SAME_SHEET,"케이는 작은 몸을 거대한 괴인에게 붙잡혀, 억지로 질로 자지를 흔들리고 있었다","케이는 몸을 거대한 괴인에게 붙잡혀, 억지로 질로 자지를 흔들리고 있었다"
Record,Record,Korean_Steam,Record.Kei-21,381,381,DIFF_SAME_SHEET,"「헤앗♥♥, 오옷 옷♥, 냣데♥♥♥」","「헤앗♥♥, 오옷 옷♥, 어째서♥♥♥」"
Record,Record,Korean_Steam,Record.CloneTask-42,518,518,DIFF_SAME_SHEET,072호의 입안에 힘차게 백탁액이 쏟아진다,072호의 입안에 힘차게 백탁액이 뿜어진다
Record,Record,Korean_Steam,Record.CloneTask-46,526,526,DIFF_SAME_SHEET,"곱♥♥, 돕풋♥♥!","고흇♥♥, 도릇♥♥!"
Record,Record,Korean_Steam,Record.CloneTask-54,542,542,DIFF_SAME_SHEET,클론의 일원이 된 072호는 거부하지 않고 그대로 따랐다,클론의 일원이 된 072호는 거부하지 않고 그것에 따르는 것이었다
Record,Record,Korean_Steam,Record.Erenayuta-5,562,562,DIFF_SAME_SHEET,「게다가…… 왜 이 여자를 옆에……!」,「게다가…… 왜 이 여자랑 나란히……!」
Record,Record,Korean_Steam,Record.Erenayuta-6,564,564,DIFF_SAME_SHEET,「이쪽의 대사입니다. 왜 바로 옆에 배치하는 겁니까」,「이쪽의 대사입니다. 왜 바로 나란히 배치하는 겁니까」
Record,Record,Korean_Steam,Record.Erenayuta-30,612,612,DIFF_SAME_SHEET,"「윽♥, 어떻습니까, AV 촬영으로 단련된 저의 두툼한 보지♥♥」","「윽♥, 어떻습니까, AV 촬영으로 단련된 저의 보지♥♥」"
Record,Record,Korean_Steam,Record.Erenayuta-38,628,628,DIFF_SAME_SHEET,"「엘레나에게는 지지 않겠습니다♥, 당연히 제가 이깁니다♥」","「엘레나에게는 지지 않겠습니다♥, 당연히 저의 승리입니다♥」"
Record,Record,Korean_Steam,Record.Erenayuta-45,642,642,DIFF_SAME_SHEET,"「아-, 이걸로 둘 다 1점씩이군. 알기 쉽게 펜으로 써두지」","「아-, 이걸로 둘 다 1점씩이군. 알기 쉽게 써두지」"
Record,Record,Korean_Steam,Record.Erenayuta-47,646,646,DIFF_SAME_SHEET,"「흥♥, 요령을 알았으니 이쪽의 것입니다. 이 승부, 제가 이깁니다!」","「흥♥, 요령을 알았으니 이쪽의 것입니다. 이 승부, 저의 승리입니다!」"
Record,Record,Korean_Steam,Record.Erenayuta-67,686,686,DIFF_SAME_SHEET,「오-오- 아직 멀쩡하잖아. 역시 최강의 성핵전희네?」,「오-오- 아직 괜찮다니. 역시 최강의 성핵전희네?」
Record,Record,Korean_Steam,Record.Erenayuta-68,688,688,DIFF_SAME_SHEET,"「당연합니다♥, 육변기 승부라고 해도 손을 뺄 수는 없습니다!」","「당연합니다♥, 육변기 승부라고 해도 양보할 수는 없습니다!」"
Record,Record,Korean_Steam,Record.Erenayuta-75,702,702,DIFF_SAME_SHEET,"「윽♥, 그쪽이야말로♥, 살찐 암소 주제에♥, 건방집니다♥」","「윽♥, 그쪽이야말로♥, 암소 주제에♥, 건방집니다♥」"
Record,Record,Korean_Steam,Record.Erenayuta-78,708,708,DIFF_SAME_SHEET,"「응읏♥, 키, 왔습니다♥」","「응읏♥, 와, 왔습니다♥」"
Record,Record,Korean_Steam,Record.Erenayuta-107,766,766,DIFF_SAME_SHEET,"거기에는 온몸에 낙서가 되고, 온몸이 정액과 콘돔 범벅이 된 두 사람의 모습이 있었다","거기에는 온몸에 낙서가 되고, 온몸이 정액 범벅이 된 두 사람의 모습이 있었다"
Record,Record,Korean_Steam,Record.Erenayuta-117,786,786,DIFF_SAME_SHEET,"「겸사겸사, 마지막으로 이 녀석들로 용변이나 보자」","「이 기회에, 마지막으로 이 녀석들로 용변이나 보자」"
Record,Record,Korean_Steam,Record.SeikakuEquip-3,814,814,DIFF_SAME_SHEET,가챤! 가챤! 푸슈ー!,뷰릇! 뷰릇! 푸슈ー!
Record,Record,Korean_Steam,Record.SeikakuEquip-7,822,822,DIFF_SAME_SHEET,,"시, 싫어! 원래대로 돌려줘!"
Record,Record,Korean_Steam,Record.SeikakuEquip-18,844,844,DIFF_SAME_SHEET,"(응앗♥, 여, 그만둬♥, 그렇게 격렬하게 사용하지 마세요♥!)","(응앗♥, 그, 그만둬♥, 그렇게 격렬하게 사용하지 마세요♥!)"
Record,Record,Korean_Steam,Record.SeikakuEquip-19,846,846,DIFF_SAME_SHEET,"「하핫, 이 녀석은 성욕만은 무진장이라서 말이야. 오나홀 검품에는 안성맞춤이야」","「하핫, 이 녀석은 성욕만은 무진장이라서 말이야. 오나홀 검사에는 쓸모가 있거든」"
Record,Record,Korean_Steam,Record.SeikakuEquip-23,854,854,DIFF_SAME_SHEET,(그렇지 않으면 우리……윽♥),(그렇지 않으면 우리들……윽♥)
DLCメインストーリー,DLCメインストーリー,Korean_Steam,Dialog.DLC-P-17,39,39,DIFF_SAME_SHEET,"재단은 세계를 정복하기 위해, 성핵전희를 개조하고 이용하여, 착착 전력을 확대하고 있었다","재단은 세계를 정복하기 위해, 성핵전희를 개조・이용하여, 착착 전력을 확대하고 있었다"
DLCメインストーリー,DLCメインストーリー,Korean_Steam,Dialog.DLC-P-93,200,200,DIFF_SAME_SHEET,「…………나는 아나스타샤·페트로·다이아몬드. …다이아라고 불러도 돼.」,「…………나는 아나스타샤・페트로・다이아몬드. …다이아로 좋다.」
